Site,Treatment,Plot,PlotID,Species,species_new,Abundances,Month,Time
CAR,closed,9,CAR_closed_9_T24,Euterpe edulis,Euterpe edulis,20,T24,NA
CAR,closed,9,CAR_closed_9_T24,Hirtella hebeclada,Hirtella hebeclada,0,T24,NA
CAR,closed,9,CAR_closed_9_T24,Marlierea obscura,Marlierea obscura,6,T24,NA
CAR,closed,9,CAR_closed_9_T24,Marlierea strigipes,Marlierea strigipes,0,T24,NA
CAR,closed,9,CAR_closed_9_T24,Myrcia tijucensis,Myrcia tijucensis,1,T24,NA
CAR,closed,9,CAR_closed_9_T24,Pausandra morisiana,Pausandra morisiana,1,T24,NA
CAR,closed,9,CAR_closed_9_T24,Psychotria nuda,Psychotria nuda,0,T24,NA
CAR,closed,9,CAR_closed_9_T24,Rudgea jasminoides,Rudgea jasminoides,2,T24,NA
CAR,closed,9,CAR_closed_9_T24,Sloanea guianensis,Sloanea guianensis,1,T24,NA
CAR,closed,9,CAR_closed_9_T24,Sorocea bonplandii,Sorocea bonplandii,0,T24,NA
CAR,closed,9,CAR_closed_9_T24,Virola bicuhyba,Virola bicuhyba,0,T24,NA
CAR,closed,9,CAR_closed_9_T24,Zollernia ilicifolia,Zollernia ilicifolia,0,T24,NA
CAR,closed,9,CAR_closed_9_T30,Eugenia neoaustralis,Eugenia neoaustralis,0,T30,NA
CAR,closed,9,CAR_closed_9_T30,Euterpe edulis,Euterpe edulis,40,T30,NA
CAR,closed,9,CAR_closed_9_T30,Hirtella hebeclada,Hirtella hebeclada,0,T30,NA
CAR,closed,9,CAR_closed_9_T30,Marlierea obscura,Marlierea obscura,6,T30,NA
CAR,closed,9,CAR_closed_9_T30,Marlierea strigipes,Marlierea strigipes,0,T30,NA
CAR,closed,9,CAR_closed_9_T30,Myrcia tijucensis,Myrcia tijucensis,1,T30,NA
CAR,closed,9,CAR_closed_9_T30,Pausandra morisiana,Pausandra morisiana,1,T30,NA
CAR,closed,9,CAR_closed_9_T30,Psychotria nuda,Psychotria nuda,0,T30,NA
CAR,closed,9,CAR_closed_9_T30,Rudgea jasminoides,Rudgea jasminoides,2,T30,NA
CAR,closed,9,CAR_closed_9_T30,Sloanea guianensis,Sloanea guianensis,1,T30,NA
CAR,closed,9,CAR_closed_9_T30,Sorocea bonplandii,Sorocea bonplandii,0,T30,NA
CAR,closed,9,CAR_closed_9_T30,Virola bicuhyba,Virola bicuhyba,0,T30,NA
CAR,closed,9,CAR_closed_9_T30,Zollernia ilicifolia,Zollernia ilicifolia,0,T30,NA
CAR,closed,9,CAR_closed_9_T36,Eugenia neoaustralis,Eugenia neoaustralis,1,T36,NA
CAR,closed,9,CAR_closed_9_T36,Euterpe edulis,Euterpe edulis,41,T36,NA
CAR,closed,9,CAR_closed_9_T36,Hirtella hebeclada,Hirtella hebeclada,0,T36,NA
CAR,closed,9,CAR_closed_9_T36,Marlierea obscura,Marlierea obscura,7,T36,NA
CAR,closed,9,CAR_closed_9_T36,Marlierea strigipes,Marlierea strigipes,0,T36,NA
CAR,closed,9,CAR_closed_9_T36,Myrcia tijucensis,Myrcia tijucensis,1,T36,NA
CAR,closed,9,CAR_closed_9_T36,Pausandra morisiana,Pausandra morisiana,1,T36,NA
CAR,closed,9,CAR_closed_9_T36,Psychotria nuda,Psychotria nuda,1,T36,NA
CAR,closed,9,CAR_closed_9_T36,Rudgea jasminoides,Rudgea jasminoides,1,T36,NA
CAR,closed,9,CAR_closed_9_T36,Sloanea guianensis,Sloanea guianensis,1,T36,NA
CAR,closed,9,CAR_closed_9_T36,Sorocea bonplandii,Sorocea bonplandii,0,T36,NA
CAR,closed,9,CAR_closed_9_T36,Virola bicuhyba,Virola bicuhyba,0,T36,NA
CAR,closed,9,CAR_closed_9_T36,Zollernia ilicifolia,Zollernia ilicifolia,0,T36,NA
CAR,closed,9,CAR_closed_9_T42,Eugenia neoaustralis,Eugenia neoaustralis,1,T42,NA
CAR,closed,9,CAR_closed_9_T42,Euterpe edulis,Euterpe edulis,35,T42,NA
CAR,closed,9,CAR_closed_9_T42,Hirtella hebeclada,Hirtella hebeclada,0,T42,NA
CAR,closed,9,CAR_closed_9_T42,Marlierea obscura,Marlierea obscura,7,T42,NA
CAR,closed,9,CAR_closed_9_T42,Marlierea strigipes,Marlierea strigipes,0,T42,NA
CAR,closed,9,CAR_closed_9_T42,Myrcia tijucensis,Myrcia tijucensis,1,T42,NA
CAR,closed,9,CAR_closed_9_T42,Pausandra morisiana,Pausandra morisiana,1,T42,NA
CAR,closed,9,CAR_closed_9_T42,Psychotria nuda,Psychotria nuda,1,T42,NA
CAR,closed,9,CAR_closed_9_T42,Rudgea jasminoides,Rudgea jasminoides,1,T42,NA
CAR,closed,9,CAR_closed_9_T42,Sloanea guianensis,Sloanea guianensis,1,T42,NA
CAR,closed,9,CAR_closed_9_T42,Sorocea bonplandii,Sorocea bonplandii,0,T42,NA
CAR,closed,9,CAR_closed_9_T42,Virola bicuhyba,Virola bicuhyba,0,T42,NA
CAR,closed,9,CAR_closed_9_T42,Zollernia ilicifolia,Zollernia ilicifolia,0,T42,NA
CAR,closed,9,CAR_closed_9_T48,Eugenia neoaustralis,Eugenia neoaustralis,1,T48,NA
CAR,closed,9,CAR_closed_9_T48,Euterpe edulis,Euterpe edulis,27,T48,NA
CAR,closed,9,CAR_closed_9_T48,Hirtella hebeclada,Hirtella hebeclada,0,T48,NA
CAR,closed,9,CAR_closed_9_T48,Marlierea obscura,Marlierea obscura,7,T48,NA
CAR,closed,9,CAR_closed_9_T48,Marlierea strigipes,Marlierea strigipes,0,T48,NA
CAR,closed,9,CAR_closed_9_T48,Myrcia tijucensis,Myrcia tijucensis,1,T48,NA
CAR,closed,9,CAR_closed_9_T48,Pausandra morisiana,Pausandra morisiana,1,T48,NA
CAR,closed,9,CAR_closed_9_T48,Psychotria nuda,Psychotria nuda,1,T48,NA
CAR,closed,9,CAR_closed_9_T48,Rudgea jasminoides,Rudgea jasminoides,1,T48,NA
CAR,closed,9,CAR_closed_9_T48,Sloanea guianensis,Sloanea guianensis,1,T48,NA
CAR,closed,9,CAR_closed_9_T48,Sorocea bonplandii,Sorocea bonplandii,0,T48,NA
CAR,closed,9,CAR_closed_9_T48,Virola bicuhyba,Virola bicuhyba,0,T48,NA
CAR,closed,9,CAR_closed_9_T48,Zollernia ilicifolia,Zollernia ilicifolia,0,T48,NA
CAR,closed,9,CAR_closed_9_T54,Eugenia neoaustralis,Eugenia neoaustralis,1,T54,NA
CAR,closed,9,CAR_closed_9_T54,Euterpe edulis,Euterpe edulis,42,T54,NA
CAR,closed,9,CAR_closed_9_T54,Hirtella hebeclada,Hirtella hebeclada,0,T54,NA
CAR,closed,9,CAR_closed_9_T54,Marlierea obscura,Marlierea obscura,6,T54,NA
CAR,closed,9,CAR_closed_9_T54,Marlierea strigipes,Marlierea strigipes,0,T54,NA
CAR,closed,9,CAR_closed_9_T54,Myrcia tijucensis,Myrcia tijucensis,1,T54,NA
CAR,closed,9,CAR_closed_9_T54,Pausandra morisiana,Pausandra morisiana,1,T54,NA
CAR,closed,9,CAR_closed_9_T54,Psychotria nuda,Psychotria nuda,2,T54,NA
CAR,closed,9,CAR_closed_9_T54,Rudgea jasminoides,Rudgea jasminoides,1,T54,NA
CAR,closed,9,CAR_closed_9_T54,Sloanea guianensis,Sloanea guianensis,1,T54,NA
CAR,closed,9,CAR_closed_9_T54,Sorocea bonplandii,Sorocea bonplandii,0,T54,NA
CAR,closed,9,CAR_closed_9_T54,Virola bicuhyba,Virola bicuhyba,1,T54,NA
CAR,closed,9,CAR_closed_9_T54,Zollernia ilicifolia,Zollernia ilicifolia,0,T54,NA
CAR,closed,9,CAR_closed_9_T6,Eugenia neoaustralis,Eugenia neoaustralis,0,T6,NA
CAR,closed,9,CAR_closed_9_T6,Euterpe edulis,Euterpe edulis,17,T6,NA
CAR,closed,9,CAR_closed_9_T6,Hirtella hebeclada,Hirtella hebeclada,0,T6,NA
CAR,closed,9,CAR_closed_9_T6,Marlierea obscura,Marlierea obscura,7,T6,NA
CAR,closed,9,CAR_closed_9_T6,Marlierea strigipes,Marlierea strigipes,1,T6,NA
CAR,closed,9,CAR_closed_9_T6,Myrcia tijucensis,Myrcia tijucensis,1,T6,NA
CAR,closed,9,CAR_closed_9_T6,Pausandra morisiana,Pausandra morisiana,1,T6,NA
CAR,closed,9,CAR_closed_9_T6,Psychotria nuda,Psychotria nuda,0,T6,NA
CAR,closed,9,CAR_closed_9_T6,Rudgea jasminoides,Rudgea jasminoides,2,T6,NA
CAR,closed,9,CAR_closed_9_T6,Sloanea guianensis,Sloanea guianensis,1,T6,NA
CAR,closed,9,CAR_closed_9_T6,Sorocea bonplandii,Sorocea bonplandii,0,T6,NA
CAR,closed,9,CAR_closed_9_T6,Virola bicuhyba,Virola bicuhyba,0,T6,NA
CAR,closed,9,CAR_closed_9_T6,Zollernia ilicifolia,Zollernia ilicifolia,0,T6,NA
CAR,closed,9,CAR_closed_9_T60,Eugenia neoaustralis,Eugenia neoaustralis,1,T60,NA
CAR,closed,9,CAR_closed_9_T60,Euterpe edulis,Euterpe edulis,39,T60,NA
CAR,closed,9,CAR_closed_9_T60,Hirtella hebeclada,Hirtella hebeclada,0,T60,NA
CAR,closed,9,CAR_closed_9_T60,Marlierea obscura,Marlierea obscura,6,T60,NA
CAR,closed,9,CAR_closed_9_T60,Marlierea strigipes,Marlierea strigipes,0,T60,NA
CAR,closed,9,CAR_closed_9_T60,Myrcia tijucensis,Myrcia tijucensis,1,T60,NA
CAR,closed,9,CAR_closed_9_T60,Pausandra morisiana,Pausandra morisiana,1,T60,NA
CAR,closed,9,CAR_closed_9_T60,Psychotria nuda,Psychotria nuda,2,T60,NA
CAR,closed,9,CAR_closed_9_T60,Rudgea jasminoides,Rudgea jasminoides,1,T60,NA
CAR,closed,9,CAR_closed_9_T60,Sloanea guianensis,Sloanea guianensis,1,T60,NA
CAR,closed,9,CAR_closed_9_T60,Sorocea bonplandii,Sorocea bonplandii,1,T60,NA
CAR,closed,9,CAR_closed_9_T60,Virola bicuhyba,Virola bicuhyba,3,T60,NA
CAR,closed,9,CAR_closed_9_T60,Zollernia ilicifolia,Zollernia ilicifolia,0,T60,NA
CAR,closed,9,CAR_closed_9_T66,Eugenia neoaustralis,Eugenia neoaustralis,1,T66,NA
CAR,closed,9,CAR_closed_9_T66,Euterpe edulis,Euterpe edulis,22,T66,NA
CAR,closed,9,CAR_closed_9_T66,Hirtella hebeclada,Hirtella hebeclada,1,T66,NA
CAR,closed,9,CAR_closed_9_T66,Marlierea obscura,Marlierea obscura,6,T66,NA
CAR,closed,9,CAR_closed_9_T66,Marlierea strigipes,Marlierea strigipes,0,T66,NA
CAR,closed,9,CAR_closed_9_T66,Myrcia tijucensis,Myrcia tijucensis,1,T66,NA
CAR,closed,9,CAR_closed_9_T66,Pausandra morisiana,Pausandra morisiana,1,T66,NA
CAR,closed,9,CAR_closed_9_T66,Psychotria nuda,Psychotria nuda,2,T66,NA
CAR,closed,9,CAR_closed_9_T66,Rudgea jasminoides,Rudgea jasminoides,1,T66,NA
CAR,closed,9,CAR_closed_9_T66,Sloanea guianensis,Sloanea guianensis,1,T66,NA
CAR,closed,9,CAR_closed_9_T66,Sorocea bonplandii,Sorocea bonplandii,0,T66,NA
CAR,closed,9,CAR_closed_9_T66,Virola bicuhyba,Virola bicuhyba,3,T66,NA
CAR,closed,9,CAR_closed_9_T66,Zollernia ilicifolia,Zollernia ilicifolia,0,T66,NA
CAR,closed,9,CAR_closed_9_T72,Eugenia neoaustralis,Eugenia neoaustralis,2,T72,NA
CAR,closed,9,CAR_closed_9_T72,Euterpe edulis,Euterpe edulis,18,T72,NA
CAR,closed,9,CAR_closed_9_T72,Hirtella hebeclada,Hirtella hebeclada,1,T72,NA
CAR,closed,9,CAR_closed_9_T72,Marlierea obscura,Marlierea obscura,6,T72,NA
CAR,closed,9,CAR_closed_9_T72,Marlierea strigipes,Marlierea strigipes,0,T72,NA
CAR,closed,9,CAR_closed_9_T72,Myrcia tijucensis,Myrcia tijucensis,1,T72,NA
CAR,closed,9,CAR_closed_9_T72,Pausandra morisiana,Pausandra morisiana,1,T72,NA
CAR,closed,9,CAR_closed_9_T72,Psychotria nuda,Psychotria nuda,2,T72,NA
CAR,closed,9,CAR_closed_9_T72,Rudgea jasminoides,Rudgea jasminoides,1,T72,NA
CAR,closed,9,CAR_closed_9_T72,Sloanea guianensis,Sloanea guianensis,1,T72,NA
CAR,closed,9,CAR_closed_9_T72,Sorocea bonplandii,Sorocea bonplandii,0,T72,NA
CAR,closed,9,CAR_closed_9_T72,Virola bicuhyba,Virola bicuhyba,3,T72,NA
CAR,closed,9,CAR_closed_9_T72,Zollernia ilicifolia,Zollernia ilicifolia,0,T72,NA
CAR,closed,9,CAR_closed_9_T78,Eugenia neoaustralis,Eugenia neoaustralis,1,T78,NA
CAR,closed,9,CAR_closed_9_T78,Euterpe edulis,Euterpe edulis,17,T78,NA
CAR,closed,9,CAR_closed_9_T78,Hirtella hebeclada,Hirtella hebeclada,1,T78,NA
CAR,closed,9,CAR_closed_9_T78,Marlierea obscura,Marlierea obscura,6,T78,NA
CAR,closed,9,CAR_closed_9_T78,Marlierea strigipes,Marlierea strigipes,0,T78,NA
CAR,closed,9,CAR_closed_9_T78,Myrcia tijucensis,Myrcia tijucensis,1,T78,NA
CAR,closed,9,CAR_closed_9_T78,Pausandra morisiana,Pausandra morisiana,1,T78,NA
CAR,closed,9,CAR_closed_9_T78,Psychotria nuda,Psychotria nuda,2,T78,NA
CAR,closed,9,CAR_closed_9_T78,Rudgea jasminoides,Rudgea jasminoides,1,T78,NA
CAR,closed,9,CAR_closed_9_T78,Sloanea guianensis,Sloanea guianensis,1,T78,NA
CAR,closed,9,CAR_closed_9_T78,Sorocea bonplandii,Sorocea bonplandii,4,T78,NA
CAR,closed,9,CAR_closed_9_T78,Virola bicuhyba,Virola bicuhyba,3,T78,NA
CAR,closed,9,CAR_closed_9_T78,Zollernia ilicifolia,Zollernia ilicifolia,0,T78,NA
CAR,closed,9,CAR_closed_9_T84,Eugenia neoaustralis,Eugenia neoaustralis,1,T84,NA
CAR,closed,9,CAR_closed_9_T84,Euterpe edulis,Euterpe edulis,13,T84,NA
CAR,closed,9,CAR_closed_9_T84,Hirtella hebeclada,Hirtella hebeclada,1,T84,NA
CAR,closed,9,CAR_closed_9_T84,Marlierea obscura,Marlierea obscura,6,T84,NA
CAR,closed,9,CAR_closed_9_T84,Marlierea strigipes,Marlierea strigipes,0,T84,NA
CAR,closed,9,CAR_closed_9_T84,Myrcia tijucensis,Myrcia tijucensis,1,T84,NA
CAR,closed,9,CAR_closed_9_T84,Pausandra morisiana,Pausandra morisiana,1,T84,NA
CAR,closed,9,CAR_closed_9_T84,Psychotria nuda,Psychotria nuda,2,T84,NA
CAR,closed,9,CAR_closed_9_T84,Rudgea jasminoides,Rudgea jasminoides,1,T84,NA
CAR,closed,9,CAR_closed_9_T84,Sloanea guianensis,Sloanea guianensis,1,T84,NA
CAR,closed,9,CAR_closed_9_T84,Sorocea bonplandii,Sorocea bonplandii,4,T84,NA
CAR,closed,9,CAR_closed_9_T84,Virola bicuhyba,Virola bicuhyba,1,T84,NA
CAR,closed,9,CAR_closed_9_T84,Zollernia ilicifolia,Zollernia ilicifolia,1,T84,NA
CAR,closed,9,CAR_closed_9_T90,Eugenia neoaustralis,Eugenia neoaustralis,1,T90,NA
CAR,closed,9,CAR_closed_9_T90,Euterpe edulis,Euterpe edulis,6,T90,NA
CAR,closed,9,CAR_closed_9_T90,Hirtella hebeclada,Hirtella hebeclada,1,T90,NA
CAR,closed,9,CAR_closed_9_T90,Marlierea obscura,Marlierea obscura,6,T90,NA
CAR,closed,9,CAR_closed_9_T90,Marlierea strigipes,Marlierea strigipes,0,T90,NA
CAR,closed,9,CAR_closed_9_T90,Myrcia tijucensis,Myrcia tijucensis,1,T90,NA
CAR,closed,9,CAR_closed_9_T90,Pausandra morisiana,Pausandra morisiana,1,T90,NA
CAR,closed,9,CAR_closed_9_T90,Psychotria nuda,Psychotria nuda,2,T90,NA
CAR,closed,9,CAR_closed_9_T90,Rudgea jasminoides,Rudgea jasminoides,1,T90,NA
CAR,closed,9,CAR_closed_9_T90,Sloanea guianensis,Sloanea guianensis,1,T90,NA
CAR,closed,9,CAR_closed_9_T90,Sorocea bonplandii,Sorocea bonplandii,4,T90,NA
CAR,closed,9,CAR_closed_9_T90,Virola bicuhyba,Virola bicuhyba,1,T90,NA
CAR,closed,9,CAR_closed_9_T90,Zollernia ilicifolia,Zollernia ilicifolia,1,T90,NA
CAR,closed,9,CAR_closed_9_T96,Eugenia neoaustralis,Eugenia neoaustralis,1,T96,NA
CAR,closed,9,CAR_closed_9_T96,Euterpe edulis,Euterpe edulis,6,T96,NA
CAR,closed,9,CAR_closed_9_T96,Hirtella hebeclada,Hirtella hebeclada,1,T96,NA
CAR,closed,9,CAR_closed_9_T96,Marlierea obscura,Marlierea obscura,6,T96,NA
CAR,closed,9,CAR_closed_9_T96,Marlierea strigipes,Marlierea strigipes,0,T96,NA
CAR,closed,9,CAR_closed_9_T96,Myrcia tijucensis,Myrcia tijucensis,1,T96,NA
CAR,closed,9,CAR_closed_9_T96,Pausandra morisiana,Pausandra morisiana,1,T96,NA
CAR,closed,9,CAR_closed_9_T96,Psychotria nuda,Psychotria nuda,2,T96,NA
CAR,closed,9,CAR_closed_9_T96,Rudgea jasminoides,Rudgea jasminoides,1,T96,NA
CAR,closed,9,CAR_closed_9_T96,Sloanea guianensis,Sloanea guianensis,1,T96,NA
CAR,closed,9,CAR_closed_9_T96,Sorocea bonplandii,Sorocea bonplandii,4,T96,NA
CAR,closed,9,CAR_closed_9_T96,Virola bicuhyba,Virola bicuhyba,1,T96,NA
CAR,closed,9,CAR_closed_9_T96,Zollernia ilicifolia,Zollernia ilicifolia,1,T96,NA
CAR,closed,10,CAR_closed_10_T0,Eugenia cuprea,Eugenia cuprea,1,T0,NA
CAR,closed,10,CAR_closed_10_T0,Eugenia neoaustralis,Eugenia neoaustralis,0,T0,NA
CAR,closed,10,CAR_closed_10_T0,Eugenia pruinosa,Eugenia pruinosa,1,T0,NA
CAR,closed,10,CAR_closed_10_T0,Euterpe edulis,Euterpe edulis,29,T0,NA
CAR,closed,10,CAR_closed_10_T0,Garcinia gardneriana,Garcinia gardneriana,1,T0,NA
CAR,closed,10,CAR_closed_10_T0,Geonoma elegans,Geonoma elegans,4,T0,NA
CAR,closed,10,CAR_closed_10_T0,Hirtella hebeclada,Hirtella hebeclada,0,T0,NA
CAR,closed,10,CAR_closed_10_T0,Marlierea obscura,Marlierea obscura,1,T0,NA
CAR,closed,10,CAR_closed_10_T0,Meliosma sellowii,Meliosma sellowii,2,T0,NA
CAR,closed,10,CAR_closed_10_T0,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T0,NA
CAR,closed,10,CAR_closed_10_T0,Psychotria nuda,Psychotria nuda,0,T0,NA
CAR,closed,10,CAR_closed_10_T0,Rudgea jasminoides,Rudgea jasminoides,2,T0,NA
CAR,closed,10,CAR_closed_10_T0,Sapindaceae,Sapindaceae,0,T0,NA
CAR,closed,10,CAR_closed_10_T0,Sorocea bonplandii,Sorocea bonplandii,1,T0,NA
CAR,closed,10,CAR_closed_10_T0,Virola gardneri,Virola gardneri,2,T0,NA
CAR,closed,10,CAR_closed_10_T12,Eugenia cuprea,Eugenia cuprea,1,T12,NA
CAR,closed,10,CAR_closed_10_T12,Eugenia neoaustralis,Eugenia neoaustralis,0,T12,NA
CAR,closed,10,CAR_closed_10_T12,Eugenia pruinosa,Eugenia pruinosa,1,T12,NA
CAR,closed,10,CAR_closed_10_T12,Euterpe edulis,Euterpe edulis,17,T12,NA
CAR,closed,10,CAR_closed_10_T12,Garcinia gardneriana,Garcinia gardneriana,0,T12,NA
CAR,closed,10,CAR_closed_10_T12,Geonoma elegans,Geonoma elegans,4,T12,NA
CAR,closed,10,CAR_closed_10_T12,Hirtella hebeclada,Hirtella hebeclada,0,T12,NA
CAR,closed,10,CAR_closed_10_T12,Marlierea obscura,Marlierea obscura,1,T12,NA
CAR,closed,10,CAR_closed_10_T12,Meliosma sellowii,Meliosma sellowii,2,T12,NA
CAR,closed,10,CAR_closed_10_T12,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T12,NA
CAR,closed,10,CAR_closed_10_T12,Psychotria nuda,Psychotria nuda,0,T12,NA
CAR,closed,10,CAR_closed_10_T12,Rudgea jasminoides,Rudgea jasminoides,1,T12,NA
CAR,closed,10,CAR_closed_10_T12,Sapindaceae,Sapindaceae,0,T12,NA
CAR,closed,10,CAR_closed_10_T12,Sorocea bonplandii,Sorocea bonplandii,1,T12,NA
CAR,closed,10,CAR_closed_10_T12,Virola gardneri,Virola gardneri,2,T12,NA
CAR,closed,10,CAR_closed_10_T18,Eugenia cuprea,Eugenia cuprea,1,T18,NA
CAR,closed,10,CAR_closed_10_T18,Eugenia neoaustralis,Eugenia neoaustralis,0,T18,NA
CAR,closed,10,CAR_closed_10_T18,Eugenia pruinosa,Eugenia pruinosa,1,T18,NA
CAR,closed,10,CAR_closed_10_T18,Euterpe edulis,Euterpe edulis,16,T18,NA
CAR,closed,10,CAR_closed_10_T18,Garcinia gardneriana,Garcinia gardneriana,0,T18,NA
CAR,closed,10,CAR_closed_10_T18,Geonoma elegans,Geonoma elegans,4,T18,NA
CAR,closed,10,CAR_closed_10_T18,Hirtella hebeclada,Hirtella hebeclada,0,T18,NA
CAR,closed,10,CAR_closed_10_T18,Marlierea obscura,Marlierea obscura,1,T18,NA
CAR,closed,10,CAR_closed_10_T18,Meliosma sellowii,Meliosma sellowii,2,T18,NA
CAR,closed,10,CAR_closed_10_T18,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T18,NA
CAR,closed,10,CAR_closed_10_T18,Psychotria nuda,Psychotria nuda,0,T18,NA
CAR,closed,10,CAR_closed_10_T18,Rudgea jasminoides,Rudgea jasminoides,1,T18,NA
CAR,closed,10,CAR_closed_10_T18,Sapindaceae,Sapindaceae,0,T18,NA
CAR,closed,10,CAR_closed_10_T18,Sorocea bonplandii,Sorocea bonplandii,1,T18,NA
CAR,closed,10,CAR_closed_10_T18,Virola gardneri,Virola gardneri,2,T18,NA
CAR,closed,10,CAR_closed_10_T24,Eugenia cuprea,Eugenia cuprea,1,T24,NA
CAR,closed,10,CAR_closed_10_T24,Eugenia neoaustralis,Eugenia neoaustralis,0,T24,NA
CAR,closed,10,CAR_closed_10_T24,Eugenia pruinosa,Eugenia pruinosa,1,T24,NA
CAR,closed,10,CAR_closed_10_T24,Euterpe edulis,Euterpe edulis,26,T24,NA
CAR,closed,10,CAR_closed_10_T24,Garcinia gardneriana,Garcinia gardneriana,0,T24,NA
CAR,closed,10,CAR_closed_10_T24,Geonoma elegans,Geonoma elegans,4,T24,NA
CAR,closed,10,CAR_closed_10_T24,Hirtella hebeclada,Hirtella hebeclada,0,T24,NA
CAR,closed,10,CAR_closed_10_T24,Marlierea obscura,Marlierea obscura,1,T24,NA
CAR,closed,10,CAR_closed_10_T24,Meliosma sellowii,Meliosma sellowii,2,T24,NA
CAR,closed,10,CAR_closed_10_T24,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T24,NA
CAR,closed,10,CAR_closed_10_T24,Psychotria nuda,Psychotria nuda,1,T24,NA
CAR,closed,10,CAR_closed_10_T24,Rudgea jasminoides,Rudgea jasminoides,1,T24,NA
CAR,closed,10,CAR_closed_10_T24,Sapindaceae,Sapindaceae,0,T24,NA
CAR,closed,10,CAR_closed_10_T24,Sorocea bonplandii,Sorocea bonplandii,1,T24,NA
CAR,closed,10,CAR_closed_10_T24,Virola gardneri,Virola gardneri,1,T24,NA
CAR,closed,10,CAR_closed_10_T30,Eugenia cuprea,Eugenia cuprea,1,T30,NA
CAR,closed,10,CAR_closed_10_T30,Eugenia neoaustralis,Eugenia neoaustralis,0,T30,NA
CAR,closed,10,CAR_closed_10_T30,Eugenia pruinosa,Eugenia pruinosa,1,T30,NA
CAR,closed,10,CAR_closed_10_T30,Euterpe edulis,Euterpe edulis,32,T30,NA
CAR,closed,10,CAR_closed_10_T30,Garcinia gardneriana,Garcinia gardneriana,0,T30,NA
CAR,closed,10,CAR_closed_10_T30,Geonoma elegans,Geonoma elegans,4,T30,NA
CAR,closed,10,CAR_closed_10_T30,Hirtella hebeclada,Hirtella hebeclada,0,T30,NA
CAR,closed,10,CAR_closed_10_T30,Marlierea obscura,Marlierea obscura,1,T30,NA
CAR,closed,10,CAR_closed_10_T30,Meliosma sellowii,Meliosma sellowii,2,T30,NA
CAR,closed,10,CAR_closed_10_T30,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T30,NA
CAR,closed,10,CAR_closed_10_T30,Psychotria nuda,Psychotria nuda,1,T30,NA
CAR,closed,10,CAR_closed_10_T30,Rudgea jasminoides,Rudgea jasminoides,0,T30,NA
CAR,closed,10,CAR_closed_10_T30,Sapindaceae,Sapindaceae,0,T30,NA
CAR,closed,10,CAR_closed_10_T30,Sorocea bonplandii,Sorocea bonplandii,1,T30,NA
CAR,closed,10,CAR_closed_10_T30,Virola gardneri,Virola gardneri,1,T30,NA
CAR,closed,10,CAR_closed_10_T36,Eugenia cuprea,Eugenia cuprea,1,T36,NA
CAR,closed,10,CAR_closed_10_T36,Eugenia neoaustralis,Eugenia neoaustralis,0,T36,NA
CAR,closed,10,CAR_closed_10_T36,Eugenia pruinosa,Eugenia pruinosa,1,T36,NA
CAR,closed,10,CAR_closed_10_T36,Euterpe edulis,Euterpe edulis,41,T36,NA
CAR,closed,10,CAR_closed_10_T36,Garcinia gardneriana,Garcinia gardneriana,0,T36,NA
CAR,closed,10,CAR_closed_10_T36,Geonoma elegans,Geonoma elegans,4,T36,NA
CAR,closed,10,CAR_closed_10_T36,Hirtella hebeclada,Hirtella hebeclada,0,T36,NA
CAR,closed,10,CAR_closed_10_T36,Marlierea obscura,Marlierea obscura,1,T36,NA
CAR,closed,10,CAR_closed_10_T36,Meliosma sellowii,Meliosma sellowii,2,T36,NA
CAR,closed,10,CAR_closed_10_T36,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T36,NA
CAR,closed,10,CAR_closed_10_T36,Psychotria nuda,Psychotria nuda,1,T36,NA
CAR,closed,10,CAR_closed_10_T36,Rudgea jasminoides,Rudgea jasminoides,0,T36,NA
CAR,closed,10,CAR_closed_10_T36,Sapindaceae,Sapindaceae,1,T36,NA
CAR,closed,10,CAR_closed_10_T36,Sorocea bonplandii,Sorocea bonplandii,1,T36,NA
CAR,closed,10,CAR_closed_10_T36,Virola gardneri,Virola gardneri,0,T36,NA
CAR,closed,10,CAR_closed_10_T42,Eugenia cuprea,Eugenia cuprea,1,T42,NA
CAR,closed,10,CAR_closed_10_T42,Eugenia neoaustralis,Eugenia neoaustralis,0,T42,NA
CAR,closed,10,CAR_closed_10_T42,Eugenia pruinosa,Eugenia pruinosa,1,T42,NA
CAR,closed,10,CAR_closed_10_T42,Euterpe edulis,Euterpe edulis,36,T42,NA
CAR,closed,10,CAR_closed_10_T42,Garcinia gardneriana,Garcinia gardneriana,0,T42,NA
CAR,closed,10,CAR_closed_10_T42,Geonoma elegans,Geonoma elegans,4,T42,NA
CAR,closed,10,CAR_closed_10_T42,Hirtella hebeclada,Hirtella hebeclada,0,T42,NA
CAR,closed,10,CAR_closed_10_T42,Marlierea obscura,Marlierea obscura,1,T42,NA
CAR,closed,10,CAR_closed_10_T42,Meliosma sellowii,Meliosma sellowii,2,T42,NA
CAR,closed,10,CAR_closed_10_T42,Myrceugenia myrcioides,Myrceugenia myrcioides,0,T42,NA
